State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total   Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
TAMILNADU,SALEM,SALEM,TALUK,21830.65,3478.38,3130.53,4389.61,140.2193878,Over-Exploited
TAMILNADU,SALEM,SALEM SOUTH,TALUK,11586.655,1749.34,1574.41,2252.28,143.0554938,Over-Exploited
TAMILNADU,SALEM,SALEM WEST,TALUK,10340.62,1421.34,1279.2,1937.52,151.4634146,Over-Exploited
TAMILNADU,SALEM,SANKARI,TALUK,38231.96,5411.37,4870.24,6127.49,125.8149496,Over-Exploited
TAMILNADU,SALEM,THALAIVASAL,TALUK,35970.14,5530.41,4977.37,10807.14,217.1255101,Over-Exploited
TAMILNADU,SALEM,VALAPADY,TALUK,28084.47,4473.66,4026.29,5662.31,140.6334367,Over-Exploited
TAMILNADU,SALEM,YERCAUD,TALUK,15249.13,1265.72,1181.98,128.34,10.85805174,safe
TAMILNADU,SIVAGANGAI,DEVAKOTTAI,TALUK,55072.5,8904.13,8013.7,1367.85,17.06889452,safe
TAMILNADU,SIVAGANGAI,ILAYANKUDI,TALUK,41145.62,7466.17,6719.56,1396.8,20.78707534,safe
TAMILNADU,SIVAGANGAI,KALAIYARKOVIL,TALUK,50760.715,8532.86,7679.57,2804.47,36.51858112,safe
TAMILNADU,SIVAGANGAI,KARAIKUDI,TALUK,55666.255,9483.55,8535.18,1993.66,23.35814828,safe
TAMILNADU,SIVAGANGAI,MANAMADURAI,TALUK,31830.93,5285.13,4756.62,1013.47,21.30651597,safe
TAMILNADU,SIVAGANGAI,SINGAMPUNARI,TALUK,35447.91,6227.72,5604.95,2780.74,49.61221777,safe
TAMILNADU,SIVAGANGAI,SIVAGANGAI,TALUK,58006.085,9613.57,8652.2,2872.48,33.19941749,safe
TAMILNADU,SIVAGANGAI,THIRUPATTUR,TALUK,46713.77,6994.99,6295.48,1028.33,16.33441771,safe
TAMILNADU,SIVAGANGAI,THIRUPPUVANAM,TALUK,28617.715,4693.5,4224.14,2059.76,48.76164142,safe
TAMILNADU,TENKASI,ALANGULAM,TALUK,30914.9,6753.12,6077.82,5391.16,88.70219914,Semi-Critical
TAMILNADU,TENKASI,KADAYANALLUR,TALUK,30324.92,8119.15,7307.23,6486.64,88.77016325,Semi-Critical
TAMILNADU,TENKASI,SANKARANKOVIL,TALUK,48474.43,7830.89,7047.79,7997.54,113.4758556,Over-Exploited
TAMILNADU,TENKASI,SENGOTTAI,TALUK,16297.07,5817.89,5236.1,595.88,11.38022574,safe
TAMILNADU,TENKASI,SIVAGIRI,TALUK,25428.52,7431.4,6688.25,4198.26,62.77067992,safe
TAMILNADU,TENKASI,TENKASI,TALUK,31684.71,12758.12,11482.31,3899.16,33.95797536,safe
TAMILNADU,TENKASI,THIRUVENGADAM,TALUK,35153.89,5925.98,5333.37,7082.24,132.7910871,Over-Exploited
TAMILNADU,TENKASI,VIRAKERALAMPUDUR,TALUK,25966.04,5963.15,5366.81,4513.42,84.09874767,Semi-Critical
TAMILNADU,THANJAVUR,BUDALUR,TALUK,33356.62,7518.46,6766.6,5192.87,76.74267727,Semi-Critical
TAMILNADU,THANJAVUR,KUMBAKONAM,TALUK,27418.54,8880.03,7991.99,9158.26,114.5929862,Over-Exploited
TAMILNADU,THANJAVUR,ORATHANADU,TALUK,58548.36,20251.59,18226.42,18188.19,99.79024954,Critical
TAMILNADU,THANJAVUR,PAPANASAM,TALUK,38746.605,11511.36,10360.22,12232.91,118.0757745,Over-Exploited
TAMILNADU,THANJAVUR,PATTUKKOTTAI,TALUK,71266.47,20871.17,18784.05,18224.13,97.01917318,Critical
TAMILNADU,THANJAVUR,PERAVURANI,TALUK,28441.71,8344.01,7509.61,6966.26,92.76460429,Critical
TAMILNADU,THANJAVUR,THANJAVUR,TALUK,38529.795,10050.42,9045.38,8684.66,96.01210784,Critical
TAMILNADU,THANJAVUR,THIRUVAIYARU,TALUK,15985.915,5354.09,4818.68,5101.14,105.8617713,Over-Exploited
TAMILNADU,THANJAVUR,THIRUVIDAIMARUDHUR,TALUK,27175.95,9735.15,8761.63,11142.67,127.1757652,Over-Exploited
TAMILNADU,THE NILGIRIS,COONOOR,TALUK,18776.35,2142.51,1928.25,145.64,7.552962531,safe
TAMILNADU,THE NILGIRIS,GUDALUR,TALUK,18079.33,1260.91,1134.82,32.15,2.833048413,safe
TAMILNADU,THE NILGIRIS,KOTAGIRI,TALUK,19461.59,1495.76,1346.17,253.27,18.81411709,safe
TAMILNADU,THE NILGIRIS,KUNDAH,TALUK,12291,252.38,227.14,84.85,37.3558158,safe
TAMILNADU,THE NILGIRIS,PANTHALUR,TALUK,16461,1780.95,1616.22,71.7,4.436277239,safe
TAMILNADU,THE NILGIRIS,UDHAGAMANDALAM,TALUK,26839,2961.95,2665.75,279.25,10.47547594,safe
TAMILNADU,THENI,AUNDIPATTI,TALUK,39264.31,6022.47,5420.22,5210.84,96.13705717,Critical
TAMILNADU,THENI,BODINAYAKANUR,TALUK,34068.05,4447.69,4002.92,2107.24,52.64257092,safe
TAMILNADU,THENI,PERIYAKULAM,TALUK,39633.81,7114.8,6403.31,4702.66,73.44107969,Semi-Critical
TAMILNADU,THENI,THENI,TALUK,24965.5,3772.97,3395.67,2044.37,60.20520251,safe
TAMILNADU,THENI,UTHAMAPALAYAM,TALUK,51485.64,9174.72,8257.22,6802,82.37639302,Semi-Critical
TAMILNADU,THIRUVARUR,KUDAVASAL,TALUK,18222.695,2313.79,2082.41,2473.36,118.7739206,Over-Exploited
TAMILNADU,THIRUVARUR,KUTTANALLUR,TALUK,16549.73,2732.9,2459.61,1587.3,64.53462134,safe
TAMILNADU,THIRUVARUR,MANNARGUDI,TALUK,48140.317,6192.39,5573.16,1880.89,33.74907593,safe
TAMILNADU,THIRUVARUR,NANNILAM,TALUK,24570.09,3142.76,2828.48,2917.74,103.1557586,Over-Exploited
TAMILNADU,THIRUVARUR,NEEDAMANGALAM,TALUK,20547.888,3028.33,2725.51,1128.98,41.42270621,safe
TAMILNADU,THIRUVARUR,THIRUTHURAIPOONDI,TALUK,37312,0,0,0,0,Saline
TAMILNADU,THIRUVARUR,THIRUVARUR,TALUK,21590.37,3976.4,3578.74,1133.39,31.670085,safe
TAMILNADU,THIRUVARUR,VALANGAIMAN,TALUK,20324.11,2174.05,1956.65,2887.99,147.5987019,Over-Exploited
TAMILNADU,THOOTHUKUDI,ERAL,TALUK,23406.23,5498.54,4948.7,1252.75,25.31472912,safe
TAMILNADU,THOOTHUKUDI,ETTAYAPURAM,TALUK,52203.725,6231.3,5656.9,1318.1,23.30074776,safe
TAMILNADU,THOOTHUKUDI,KAYATTAR,TALUK,47154.995,6129.77,5516.79,3628.92,65.77955659,safe
TAMILNADU,THOOTHUKUDI,KOVILPATTY,TALUK,35496.82,3913.73,3522.35,1771.28,50.28688234,safe
TAMILNADU,THOOTHUKUDI,OTTAPIDARAM,TALUK,72146.645,7530.77,6777.68,1901.2,28.05089647,safe
TAMILNADU,THOOTHUKUDI,SATTANKULAM,TALUK,35435.8,5449.44,4904.48,4110.45,83.81010831,Semi-Critical
TAMILNADU,THOOTHUKUDI,SRIVAIKUNDAM,TALUK,43008.09,5965.96,5369.35,1593.56,29.67882518,safe
TAMILNADU,THOOTHUKUDI,THOOTHUKUDI,TALUK,30951.6,3315.96,2984.35,544.29,18.23814231,safe
TAMILNADU,THOOTHUKUDI,TIRUCHENDUR,TALUK,33420.335,5722.06,5149.86,3044.93,59.12646169,safe
TAMILNADU,THOOTHUKUDI,VILATHIKULAM,TALUK,86487.32,7585.89,6827.31,919.12,13.4624032,safe
TAMILNADU,TIRUCHIRAPPALLI,LALGUDI,TALUK,57876.24,21133.82,19020.42,5960.14,31.3354805,safe
TAMILNADU,TIRUCHIRAPPALLI,MANAPPARAI,TALUK,53932.82,6910.94,6219.84,9402.35,151.1670718,Over-Exploited
TAMILNADU,TIRUCHIRAPPALLI,MANNACHANALLUR,TALUK,37062.54,4918.67,4426.8,3738.63,84.4544592,Semi-Critical
TAMILNADU,TIRUCHIRAPPALLI,MARUNGAPURI,TALUK,37985.4,4642.43,4178.19,4947.27,118.4070136,Over-Exploited
TAMILNADU,TIRUCHIRAPPALLI,MUSIRI,TALUK,63565.48,9266.31,8339.66,10581.25,126.8786737,Over-Exploited
TAMILNADU,TIRUCHIRAPPALLI,SRIRANGAM,TALUK,31415.88,8308.68,7477.82,4238.86,56.68577206,safe
TAMILNADU,TIRUCHIRAPPALLI,THIRUCHIRAPALLI-EAST,TALUK,4299.75,379.34,341.41,81.06,23.74271404,safe
TAMILNADU,TIRUCHIRAPPALLI,THIRUCHIRAPALLI-WEST,TALUK,6845.985,778.67,700.8,136.12,19.42351598,safe
TAMILNADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,TALUK,26578.51,8550.96,7695.87,151.23,1.965079971,safe
TAMILNADU,TIRUCHIRAPPALLI,THOTTIAM,TALUK,27725,6157.18,5541.46,3654.19,65.94272989,safe
TAMILNADU,TIRUCHIRAPPALLI,THURAIYUR,TALUK,56322.2,9072.22,8165,10426.59,127.6985915,Over-Exploited
TAMILNADU,TIRUNELVELI,AMBASAMUDRAM,TALUK,14524.84,10090.28,9081.25,460.74,5.073530626,safe
TAMILNADU,TIRUNELVELI,CHERANMAHADEVI,TALUK,28443.83,12338.96,11108.33,2106.87,18.96657733,safe
TAMILNADU,TIRUNELVELI,MANUR,TALUK,36248.83,8232.47,7409.21,6038.04,81.49370851,Semi-Critical
TAMILNADU,TIRUNELVELI,NANGUNERI,TALUK,60552.94,15691.6,14122.42,7751.54,54.88818489,safe
TAMILNADU,TIRUNELVELI,PALAYANKOTTAI,TALUK,30509.19,8654.3,7788.86,2007.81,25.77797008,safe
TAMILNADU,TIRUNELVELI,RADHAPURAM,TALUK,73361.23,13990.56,12591.48,8495.22,67.46800217,safe
TAMILNADU,TIRUNELVELI,THIRUNELVELI,TALUK,34600.5,10141.84,9238.89,2772.61,30.01020685,safe
TAMILNADU,TIRUNELVELI,TISAIYANVILAI,TALUK,26145.94,4334.92,3901.43,3233.69,82.88473713,Semi-Critical
TAMILNADU,TIRUPATHUR,AMBUR,TALUK,26145.465,3765.72,3389.15,5074.03,149.7139401,Over-Exploited
TAMILNADU,TIRUPATHUR,NATRAMPALLI,TALUK,24067.935,1577.46,1419.72,2335.75,164.5218776,Over-Exploited
TAMILNADU,TIRUPATHUR,TIRUPATTUR,TALUK,48691.34,4979.15,4481.24,6300.31,140.5930055,Over-Exploited
TAMILNADU,TIRUPATHUR,VANIYAMBADI,TALUK,21931.925,1901.07,1710.96,2770.07,161.9015056,Over-Exploited
TAMILNADU,TIRUPPUR,AVINASHI,TALUK,44663.34,3535.6,3205.58,3124.39,97.46722902,Critical
TAMILNADU,TIRUPPUR,DHARAPURAM,TALUK,136484.43,15593.81,14034.4,12104.72,86.25035627,Semi-Critical
TAMILNADU,TIRUPPUR,KANGEYAM,TALUK,84269.85,7722.56,6950.3,6682.22,96.14290031,Critical
TAMILNADU,TIRUPPUR,MADATHUKKULAM,TALUK,22695.69,6908.16,6217.35,4465.63,71.82529534,Semi-Critical
TAMILNADU,TIRUPPUR,PALLADAM,TALUK,48838.92,4783.22,4415.59,5329,120.6860238,Over-Exploited
TAMILNADU,TIRUPPUR,TIRUPPUR NORTH,TALUK,9251,559.43,503.48,446.51,88.68475411,Semi-Critical
TAMILNADU,TIRUPPUR,TIRUPPUR SOUTH,TALUK,28324.63,2908.59,2724.6,2777.92,101.9569845,Over-Exploited
TAMILNADU,TIRUPPUR,UDUMALPET,TALUK,74053.51,16162.88,14546.59,10397.15,71.47482675,Semi-Critical
TAMILNADU,TIRUPPUR,UTHUKKULI,TALUK,22809.5,2368.66,2185.16,2341.47,107.1532519,Over-Exploited
TAMILNADU,TIRUVALLUR,AVADI,TALUK,18251.355,4489.25,4121.7,3458.27,83.90397166,Semi-Critical
TAMILNADU,TIRUVALLUR,GUMMUDIPOONDI,TALUK,39826.8,13319.52,11987.56,4254.51,35.49104238,safe
TAMILNADU,TIRUVALLUR,PALLIPATTU,TALUK,13143,2243.38,2019.04,1350.71,66.89862509,safe
TAMILNADU,TIRUVALLUR,PONNERI,TALUK,65759.4,17548.78,16019.49,6491.12,40.5201414,safe
TAMILNADU,TIRUVALLUR,POONAMALLEE,TALUK,12067.82,4165.44,3858.8,2611.42,67.67440655,safe
TAMILNADU,TIRUVALLUR,RK PETTAI,TALUK,15162.84,2898.93,2609.04,2346.87,89.95147641,Semi-Critical
TAMILNADU,TIRUVALLUR,TIRUTTANI,TALUK,43179.805,9755.91,8820.57,6049.23,68.58094205,safe
TAMILNADU,TIRUVALLUR,TIRUVALLUR,TALUK,63200.755,20420.09,18855.56,10993.43,58.30338638,safe
TAMILNADU,TIRUVALLUR,UTHUKKOTTAI,TALUK,33627.16,11277.52,10264.78,5562.37,54.18888666,safe
TAMILNADU,TIRUVANNAMALAI,ARNI,TALUK,38356.02,10546.25,9604.28,7460.41,77.67797274,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,CHENGAM,TALUK,53093.755,9192.52,8341.39,9818.65,117.709998,Over-Exploited
TAMILNADU,TIRUVANNAMALAI,CHETPET,TALUK,32088.935,8467.33,7620.58,6467.93,84.87451086,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,CHEYYAR,TALUK,51104.775,17076.79,15369.1,9114.66,59.30509919,safe
TAMILNADU,TIRUVANNAMALAI,JAMUNAMARATHUR,TALUK,12479.875,1305.65,1175.08,851.16,72.43421724,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,TALUK,22181.765,9596,8636.39,7029.26,81.39118312,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,KILPENNATHUR,TALUK,36653.47,6876.43,6188.79,5647.64,91.25596441,Critical
TAMILNADU,TIRUVANNAMALAI,POLUR,TALUK,38863.74,13284.54,11956.07,9905.84,82.85197393,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,TALUK,39378.68,5096.67,4586.98,4645.62,101.278401,Over-Exploited
TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,TALUK,51491.85,11689.85,10520.87,8673.66,82.44242159,Semi-Critical
TAMILNADU,TIRUVANNAMALAI,VANDAVASI,TALUK,68928.31,16222.4,14600.15,13915.08,95.30778793,Critical
TAMILNADU,TIRUVANNAMALAI,VEMBAKKAM,TALUK,32723.38,13641.09,12276.98,5387.51,43.88302335,safe
TAMILNADU,VELLORE,ANAIKKATTU,TALUK,31140.775,5063.71,4605.61,6069.66,131.7884059,Over-Exploited
TAMILNADU,VELLORE,GUDIYATTAM,TALUK,24975.095,3351.29,3016.16,4173.9,138.3845685,Over-Exploited
TAMILNADU,VELLORE,K V KUPPAM,TALUK,16769.6,1950.68,1827.27,2338.75,127.9914846,Over-Exploited
TAMILNADU,VELLORE,KATPADI,TALUK,27473.125,4774.5,4297.04,3178.36,73.96626515,Semi-Critical
TAMILNADU,VELLORE,PERNAMBUT,TALUK,12800.065,1599.83,1439.86,1655.31,114.9632603,Over-Exploited
TAMILNADU,VELLORE,VELLORE,TALUK,20152.65,3821.58,3445.35,3544.96,102.8911431,Over-Exploited
TAMILNADU,VILLUPURAM,GINGEE,TALUK,59840.05,18534.2,16680.78,17248.53,103.4036178,Over-Exploited
TAMILNADU,VILLUPURAM,KANDACHIPURAM,TALUK,23736.98,6258.58,5632.72,3667.63,65.11294721,safe
TAMILNADU,VILLUPURAM,MARAKKANAM,TALUK,28596.05,6797.14,6117.42,5948.86,97.24459004,Critical
TAMILNADU,VILLUPURAM,MELMALAIYANAUR,TALUK,34374.06,10044.73,9040.25,9073.5,100.3677996,Over-Exploited
TAMILNADU,VILLUPURAM,TINDIVANAM,TALUK,72172.58,18153.95,16546.48,9807.67,59.27345272,safe
TAMILNADU,VILLUPURAM,TIRUVENNAINALLUR,TALUK,23617.965,7922.56,7130.3,8281.15,116.1402746,Over-Exploited
TAMILNADU,VILLUPURAM,VANUR,TALUK,45487.02,12668.59,11401.72,9199.54,80.68554569,Semi-Critical
TAMILNADU,VILLUPURAM,VIKKIRAVANDI,TALUK,46389.79,12731.11,11458,12101.02,105.6119742,Over-Exploited
TAMILNADU,VILLUPURAM,VILLUPURAM,TALUK,43014.24,12331.03,11097.92,8559.67,77.12859707,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,ARUPPUKOTTAI,TALUK,63205.01,5781.13,5258.94,2070.01,39.36173449,safe
TAMILNADU,VIRUDHUNAGAR,KARIYAPATTI,TALUK,39895,7123.57,6444.9,2129.77,33.04581917,safe
TAMILNADU,VIRUDHUNAGAR,RAJAPALAYAM,TALUK,34774.66,11381.47,10243.34,7693.7,75.10929052,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,SATTUR,TALUK,41496.46,5318.49,4823.57,1988.78,41.23045794,safe
TAMILNADU,VIRUDHUNAGAR,SIVAKASI,TALUK,46658.84,5384.34,4845.91,3566.89,73.60619574,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,SRIVLLIPUTHUR,TALUK,23433.62,5915.53,5433.38,4301.53,79.16858383,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,TIRUCHULI,TALUK,51251.91,11700.3,10530.28,1381.5,13.11930927,safe
TAMILNADU,VIRUDHUNAGAR,VARATTIRAYIRUPPU,TALUK,25852.61,6513.64,5862.26,4849.92,82.73123335,Semi-Critical
TAMILNADU,VIRUDHUNAGAR,VEMBAKOTTAI,TALUK,37837.59,5223.12,4834.34,4360.98,90.20838418,Critical
TAMILNADU,VIRUDHUNAGAR,VIRUDHUNAGAR,TALUK,35783.34,3646.43,3336.53,2622.04,78.58583618,Semi-Critical
TELANGANA,ADILABAD,ADILABAD RURAL,MANDAL,26199.6,7924.228974,7158.9,1287.43,17.98362877,safe
TELANGANA,ADILABAD,ADILABAD URBAN,MANDAL,2588,246.6768068,222.49,433.99,195.0604522,Over-Exploited
TELANGANA,ADILABAD,BAZARHATHNOOR,MANDAL,22947.4,2722.104762,2459.16,1255.71,51.06255795,safe
TELANGANA,ADILABAD,BELA,MANDAL,22174.9,6434.111789,5801.16,1058.92,18.25359066,safe
TELANGANA,ADILABAD,BHEEMPOOR,MANDAL,18583.4,5871.134352,5306.38,867.63,16.35069482,safe
TELANGANA,ADILABAD,BOATH,MANDAL,30738.1,4449.111805,4048.24,2134.47,52.72587594,safe
TELANGANA,ADILABAD,GADIGUDA,MANDAL,22147.3,3042.982808,2743.05,537.23,19.58513334,safe
TELANGANA,ADILABAD,GUDIHATHNUR,MANDAL,13960,1465.717121,1321.32,661.84,50.08930463,safe
TELANGANA,ADILABAD,ICHODA,MANDAL,25261.2,2960.879923,2674.13,1285.69,48.07881442,safe
TELANGANA,ADILABAD,INDERAVELLY,MANDAL,25823,2706.625415,2439.38,1030.13,42.22917299,safe
TELANGANA,ADILABAD,JAINAD,MANDAL,29762.9,20396.91565,18396.57,1935.56,10.52130914,safe
TELANGANA,ADILABAD,MAVALA,MANDAL,4310,410.8102926,370.52,340.45,91.88437871,Critical
TELANGANA,ADILABAD,NARNOOR,MANDAL,18578,1433.23375,1289.87,834,64.65767868,safe
TELANGANA,ADILABAD,NERADIGONDA,MANDAL,26568.9,3004.266458,2722.12,1647.49,60.52231349,safe
TELANGANA,ADILABAD,SIRIKONDA,MANDAL,19338.6,2199.413158,1985,639.47,32.21511335,safe
TELANGANA,ADILABAD,TALAMADUGU,MANDAL,25807,2459.810028,2218.56,1041.83,46.95973965,safe
TELANGANA,ADILABAD,TAMSI,MANDAL,12240.2,2508.970671,2266.55,661.81,29.19900289,safe
TELANGANA,ADILABAD,UTNUR,MANDAL,33920,3659.706232,3298.68,1217.42,36.90627766,safe
TELANGANA,BHADRADRI KOTHAGUDEM,ALLAPALLI,MANDAL,56132.65,6070.188993,5489.29,341.36,6.218654872,safe
TELANGANA,BHADRADRI KOTHAGUDEM,ANNAPUREDDIPALLE,MANDAL,16043.6,5174.754681,4665.31,997.5,21.38121582,safe
TELANGANA,BHADRADRI KOTHAGUDEM,ASWAPURAM,MANDAL,31605.55,4076.372304,3784.93,480.22,12.68768511,safe
TELANGANA,BHADRADRI KOTHAGUDEM,ASWARAOPETA,MANDAL,51323.75,7602.01554,6842.28,2993.32,43.74740584,safe
TELANGANA,BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANDAL,786.6,95.1,85.59,42.82,50.02920902,safe
TELANGANA,BHADRADRI KOTHAGUDEM,BURGAMPADU,MANDAL,27805.55,4153.07948,3838.55,751.99,19.59047036,safe
TELANGANA,BHADRADRI KOTHAGUDEM,CHANDRUGONDA,MANDAL,14177.41281,2620.500621,2396.24,1258.49,52.51936367,safe
TELANGANA,BHADRADRI KOTHAGUDEM,CHERLA,MANDAL,51619.32569,9174.014389,8256.51,570.38,6.908245736,safe
TELANGANA,BHADRADRI KOTHAGUDEM,CHUNCHUPALLY,MANDAL,11482.02432,1674.307668,1543.77,1265.96,82.00444367,Semi-Critical
TELANGANA,BHADRADRI KOTHAGUDEM,DAMMAPETA,MANDAL,42486.87316,8150.87446,7495.73,5381.52,71.79447499,Semi-Critical
TELANGANA,BHADRADRI KOTHAGUDEM,DUMMUGUDEM,MANDAL,41656.07377,7747.635611,6973.77,417.06,5.980409449,safe
TELANGANA,BHADRADRI KOTHAGUDEM,GUNDALA,MANDAL,69139.73261,7163.90888,6447.49,566.76,8.790397504,safe
TELANGANA,BHADRADRI KOTHAGUDEM,JULURPAD,MANDAL,22316.2481,3254.153124,3000.45,1657.05,55.22671599,safe
TELANGANA,BHADRADRI KOTHAGUDEM,KARAKAGUDEM,MANDAL,28113.00571,5023.238393,4520.91,572.14,12.65541672,safe
TELANGANA,BHADRADRI KOTHAGUDEM,KOTHAGUDEM,MANDAL,1563.563682,227.9987037,210.22,127.34,60.5746361,safe
TELANGANA,BHADRADRI KOTHAGUDEM,LAXMIDEVIPALLI,MANDAL,27086.13613,2953.395049,2663.6,824.08,30.93857937,safe
TELANGANA,BHADRADRI KOTHAGUDEM,MANUGURU,MANDAL,22771.82296,2656.824908,2395.48,1489.44,62.17710021,safe
TELANGANA,BHADRADRI KOTHAGUDEM,MULAKALAPALLE,MANDAL,52440.31888,12516.6183,11329.8,1768.3,15.60751293,safe
TELANGANA,BHADRADRI KOTHAGUDEM,PALAWANCHA,MANDAL,35041.58812,5550.875603,5059.8,1008.22,19.92608403,safe
TELANGANA,BHADRADRI KOTHAGUDEM,PINAPAKA,MANDAL,20329.78792,4421.909216,3980.13,1515.69,38.08141945,safe
TELANGANA,BHADRADRI KOTHAGUDEM,SUJATHANAGAR,MANDAL,9794.282851,1428.201371,1316.84,981.78,74.55575469,Semi-Critical
TELANGANA,BHADRADRI KOTHAGUDEM,TEKULAPALLE,MANDAL,38509.33939,2917.285656,2669.85,1172.43,43.91370302,safe
TELANGANA,BHADRADRI KOTHAGUDEM,YELLANDU,MANDAL,38618.13912,3010.69,2709.6,1603.65,59.1840124,safe
TELANGANA,HANUMAKONDA,ATMAKUR,MANDAL,9570.933165,3890.799157,3512.02,1689.92,48.118177,safe
TELANGANA,HANUMAKONDA,BHEEMADEVARAPALLE,MANDAL,13331.4616,2647.290132,2386.65,2183.11,91.47172815,Critical
TELANGANA,HANUMAKONDA,DAMERA,MANDAL,8523.616446,3465.041403,3127.71,1603.2,51.25794911,safe
TELANGANA,HANUMAKONDA,DHARMASAGAR,MANDAL,16260.04,2858.075751,2619.66,2252.89,85.99932816,Semi-Critical
TELANGANA,HANUMAKONDA,ELKATHURTHI,MANDAL,12008.68,4075.001717,3670.1,2122.82,57.84093076,safe
TELANGANA,HANUMAKONDA,HANAMKONDA,MANDAL,4556.51,1099.882991,993.26,635.08,63.93894851,safe
TELANGANA,HANUMAKONDA,HASANPARTHY,MANDAL,15505.84,4316.254784,3890.42,1948.31,50.07968291,safe
TELANGANA,HANUMAKONDA,INOLE,MANDAL,15792.56,3220.220026,2942.33,2138.82,72.69137044,Semi-Critical
TELANGANA,HANUMAKONDA,KAMALAPUR,MANDAL,16853.22,9186.339276,8268.09,4155.05,50.254049,safe
TELANGANA,HANUMAKONDA,KHAZIPET,MANDAL,10395.63,1550.359599,1408.97,1019.12,72.33085162,Semi-Critical
TELANGANA,HANUMAKONDA,NADIKUDA,MANDAL,9260.06,3764.422237,3397.94,2175.8,64.03291406,safe
TELANGANA,HANUMAKONDA,PARKAL,MANDAL,7428.251,3019.750763,2725.78,1725.43,63.30041309,safe
TELANGANA,HANUMAKONDA,SHAYAMPET,MANDAL,11271.3,4582.036441,4135.94,1940.53,46.91871739,safe
TELANGANA,HANUMAKONDA,VELAIR,MANDAL,9726.74,1734.975724,1601.43,1329.44,83.01580462,Semi-Critical
TELANGANA,HYDERABAD,AMBERPET,MANDAL,1169,346.3603921,311.72,303.73,97.43680226,Critical
TELANGANA,HYDERABAD,AMMERPET,MANDAL,329,97.47867322,87.73,93.5,106.5769976,Over-Exploited
TELANGANA,HYDERABAD,ASIFNAGAR,MANDAL,1262,373.9151538,336.52,389.16,115.6424581,Over-Exploited
TELANGANA,HYDERABAD,BAHADURPURA,MANDAL,1019,301.917228,271.73,225.49,82.98310823,Semi-Critical
TELANGANA,HYDERABAD,BANDLAGUDA,MANDAL,2660,788.125443,709.31,621.73,87.65278933,Semi-Critical
TELANGANA,HYDERABAD,CHARMINAR,MANDAL,378,111.9967735,100.8,152.49,151.2797619,Over-Exploited
TELANGANA,HYDERABAD,GOLKONDA,MANDAL,908,269.0292866,242.13,298.25,123.1776319,Over-Exploited
TELANGANA,HYDERABAD,HIMAYATNAGAR,MANDAL,652,193.1796199,173.86,180.02,103.5430806,Over-Exploited
TELANGANA,HYDERABAD,KHAIRATABAD,MANDAL,1477,437.6170223,393.85,385.07,97.7707249,Critical
TELANGANA,HYDERABAD,MAREDPALLY,MANDAL,1134,335.9903204,302.39,273.41,90.41634975,Critical
TELANGANA,HYDERABAD,MUSHEERABAD,MANDAL,1017,301.3246525,271.19,237.81,87.69128655,Semi-Critical
TELANGANA,HYDERABAD,NAMPALLY,MANDAL,1071,317.3241915,285.59,258.76,90.60541335,Critical
TELANGANA,HYDERABAD,SAIDABAD,MANDAL,1073,317.9167671,286.12,334.41,116.8775339,Over-Exploited
TELANGANA,HYDERABAD,SECUNDERABAD,MANDAL,1072,317.6204793,285.86,264.82,92.63975373,Critical
TELANGANA,HYDERABAD,SHAIKPET,MANDAL,2548,754.9412138,679.45,648.54,95.45073221,Critical
TELANGANA,HYDERABAD,TIRUMALGIRI,MANDAL,4013,1189.002783,1070.1,770.5,72.00261658,Semi-Critical
TELANGANA,JAGTIAL,BEERPUR,MANDAL,13674,2308.472801,2077.62,470.59,22.65043656,safe
TELANGANA,JAGTIAL,BHEEMARAM,MANDAL,9451,1231.112479,1134.05,794.01,70.01543142,Semi-Critical
TELANGANA,JAGTIAL,BUGGARAM,MANDAL,7260.4,1726.248885,1557.04,676.63,43.45617325,safe
TELANGANA,JAGTIAL,DHARMAPURI,MANDAL,15087,3843.973062,3459.56,671.38,19.40651412,safe
TELANGANA,JAGTIAL,ENDAPALLI,MANDAL,9897.26,2728.701024,2455.82,839.89,34.19998208,safe
TELANGANA,JAGTIAL,GOLLAPALLE,MANDAL,14708.65,3572.047324,3217.13,1419.06,44.10950133,safe
TELANGANA,JAGTIAL,IBRAHIMPATNAM,MANDAL,14345.9,2819.631452,2547.27,1273.8,50.00647752,safe
TELANGANA,JAGTIAL,JAGITYAL_RURAL,MANDAL,15106,3542.994085,3195.41,1801.55,56.37930657,safe
